d1,d2,d3,d4,d5
-490923,67569,-57710,461985,-555422
-172672,-33477,-832610,-779885,-680631
933164,-405062,-36892,506233,-442551
-806538,-397190,-866167,-872640,-583504
-840103,-925278,-911740,452941,-570780
515881,-1025991,-690247,-906534,-606617
709846,-795605,-534111,665570,-548191
497378,-491196,-1038622,-75139,194515
771609,602861,-310063,-159846,-426398
699360,627022,-1018266,-772305,1042025
-677710,559448,157637,13290,-361989
668148,167777,450762,808838,891959
-227634,256504,61284,476617,965742
-617085,-133118,-16864,-810855,-288091
6316,-461483,185016,-11394,-680677
903652,230422,-497020,-345626,107102
-366705,139975,-12876,-394640,100850
649529,765055,499831,-200378,39732
-856598,650641,-865104,563047,696559
-661904,-673960,-653634,-68114,326052
267504,-451325,188775,-934785,1024858
-147764,996741,-132641,910946,-275686
-348599,81650,513189,-299092,898431
469465,-308867,383633,-122808,931865
-451095,880553,4388,-524733,-526606
-789432,281703,580913,-103255,1010756
453861,-632013,-712072,872572,706543
-994973,-860971,471168,865897,983742
501690,895684,-1044799,138491,185124
367054,70651,-105034,-613307,629374
-499646,-731870,-383629,-388444,986573
616599,60248,-72507,502158,689230
-291835,-604203,-787801,-990266,-144763
986816,-192563,379042,263794,-624793
-751730,-892673,-711123,344371,812827
77795,-964248,244606,-750771,-280826
783890,-1018667,702363,-702522,-206571
-462119,-148135,-415803,-253284,590466
-461803,-1010298,-132289,-493503,674866
344470,-908638,-991124,552308,715966
758642,-75187,301032,453986,-901959
-624198,453286,900862,-1002499,-342345
904101,-112611,332579,-348411,-812009
34262,-600090,916337,-571329,-70089
662444,899364,-290122,-212298,878136
-380328,934744,-147141,162707,412145
-186748,198342,349291,-93678,323766
-1031126,-584378,-746442,290799,43992
313801,716345,24132,797241,-729397
49651,-339428,1027508,408346,-161520
539212,-51215,917456,93794,884944
760592,-252676,452121,51178,809959
-510318,643392,-251350,650491,-981878
363257,-747372,973375,5518,892797
277560,-471215,-265405,-250385,-902132
207975,-66214,763555,-108312,-444210
-669132,177949,801099,147891,-841836
413352,-665264,-434281,571630,-853946
-744488,5347,918776,-781579,58605
774442,323198,-246713,115055,-303040
556976,119642,-740177,972877,-427390
444348,-959001,-246868,33191,967157
488105,190905,785917,-675767,-165685
-281059,-1014085,598422,236087,-184293
1007127,650182,-1029241,730212,-576043
-196099,-32789,-537671,-618985,531205
-119866,-36550,864907,-353250,-679266
-162479,-812698,-112092,114539,-228124
863162,-152475,-336113,141270,407928
-911839,109593,-334745,-637536,752498
-963164,575020,61614,473174,-482273
453757,1027262,-538547,918765,-104378
-1029065,1010754,1047056,405917,56612
-425431,-209704,544347,-287571,-328107
558909,944224,328628,-885728,-369451
994871,-711951,-401019,-677480,454310
699986,-306449,827910,635982,768321
280116,-693718,526798,-817905,696816
-847990,-383202,-787021,958290,-185942
-431888,-589595,-906638,-350053,537339
333120,95285,564285,-540563,320903
978349,340626,106205,429129,388269
831529,919167,56565,180227,-589234
443104,401831,-889862,-609101,339664
803041,24001,347008,855536,-427074
-809374,421808,81580,-659409,-920228
-302246,-356048,-682131,-705683,-516778
975538,657967,-864316,449008,-248777
-486609,726359,947776,869190,-881720
-49832,-575967,428672,111766,-434274
491690,850791,-944157,445513,560402
1023103,333280,220045,502415,506538
1000596,-230010,249709,447673,-907415
-691542,287852,701630,-504375,-148705
-9151,-285487,244496,995404,547832
-610931,205804,94741,-581473,-147004
866053,-735299,149529,301799,-434170
-381878,1038380,-476470,227094,341343
1042433,-221634,-377409,463285,1030456
1022951,864645,953218,160753,-884308
-105192,813869,-31700,419513,199423
703275,-22361,634072,247963,-595006
-846343,322168,-814147,-123760,503478
668239,-170219,-353224,825093,40678
-883798,-28439,358246,925685,-546572
-643189,-24776,1046781,1010001,-222315
433914,980938,-656179,-148283,132896
124293,46092,457750,835498,-128914
-526644,638219,-178113,427816,580801
-12075,354174,857960,477821,1001867
-2986,554501,-213979,-1024287,-210405
833345,-186693,877973,207198,115384
-126594,1068,-221416,-716901,40648
-205949,979300,-62193,-110603,125143
-796955,-154523,507618,-80388,-533378
296821,-116943,585779,266332,-840428
-703833,645448,755640,-121076,295335
-54200,-616304,-456532,632316,473579
-129806,773500,334702,-909243,-335237
382639,-1003351,-657225,-412958,-400061
166769,446983,-881261,-335378,558520
-85692,-377893,-121613,953666,178168
-698683,607693,647780,-218891,63491
-67422,509215,292516,-268325,-975875
-877088,-31511,994536,-311778,757429
237550,938246,-273800,577055,-933054
962970,-700591,-637073,-1006480,-728069
-908054,847876,-282118,-172460,304761
161341,212814,-879305,-980863,954178
-795087,357363,-646418,549156,26562
487711,-55302,105094,278432,-276139
-992971,629431,-957965,-209012,512495
-508488,-131318,316388,368363,-981016
-1026759,801673,635000,873192,520265
618555,-432887,968830,-848574,-970155
802006,219922,-721357,-531710,-522934
-953765,797028,243345,13375,-626429
759515,-761247,92637,-465497,-659621
-235926,540325,-59383,519520,-524744
-901946,-153308,-235096,889843,605280
-403949,-1011426,-533556,72370,38894
298331,668945,799302,-524363,-201834
-750525,425290,652035,-538444,-454858
810146,-455072,-181743,-1016758,985798
-918996,-38379,-1013385,-865753,185848
-18389,328802,-939269,855080,-710908
743888,1024385,765682,233723,-697673
-902122,409853,595022,-274979,624356
525626,-846408,-95102,178454,-862895
61817,930570,946,-763823,209581
-815344,652227,-828526,-111872,208243
584798,-117403,114760,-65172,-393825
183662,165091,-90634,54105,754435
-923827,103939,-309955,-629828,-971732
1011528,-1032586,-946068,750821,144335
-816482,843296,496269,859178,315092
-70133,12214,531365,-762015,-481802
-516342,643990,238792,698148,-516432
-7170,-430054,627135,16643,604334
-943614,467575,40201,-604911,891511
-495298,636291,-926421,573852,1038390
944705,-480893,-157038,-999470,-701452
-136840,982115,295464,975218,490505
-132036,-963105,436326,923890,-361823
-539027,714388,-12447,445500,422262
263268,-45800,-596537,684133,571761
-382901,36758,783632,-240426,902503
989867,743820,902476,1040969,280015
892705,-835413,142593,-332757,147611
-250159,1012180,828999,-35410,955765
334444,585511,257799,5315,624380
115410,765980,-214029,943161,-747424
685838,468684,185595,666094,177045
-662696,949292,203021,-22545,-206125
1041842,-346260,1011772,467973,371782
172833,-491157,-212496,491669,405278
676578,-997042,-662433,283679,322672
-509108,385475,442935,-938049,261738
-608169,-61585,486053,-493776,582784
517590,-117148,-1035635,-805679,808446
-6803,-412916,889964,237592,101272
526558,-260944,877483,260164,-940877
-357817,448726,-299467,250916,1014522
202462,1034870,393707,444394,94704
-273609,-665105,794079,522202,-505456
-707395,-954437,-317588,705787,648766
820823,263521,-732180,507299,379587
745979,-149008,-52306,-14733,618004
-766826,-854650,-690790,854433,503597
34793,-28122,941583,-399045,932385
468489,924794,-386197,204404,-586293
654385,-282703,-541017,285959,348943
-482765,100806,842712,-257240,-1046798
-189194,-633434,-505233,-939768,-154828
-877755,-102121,-868727,434923,581497
227449,792839,-450773,193979,-51003
962150,154762,-255539,-413900,-1024305
1023131,964442,-803448,-544879,-675738
-594337,800139,217338,-564138,-560157
-782714,879639,386434,646985,590357
-1029555,-379438,-94220,-894283,-930829
-632947,-277514,684023,241739,-74438
-994117,-1002652,554129,-182324,308373
-714549,-481853,1017210,-67592,-61441
-867403,-304481,-395891,635063,810941
-389051,-820784,-37292,-439777,-818971
-78280,556330,-154623,-443106,-801905
298533,182453,-596387,-231299,470384
32938,-98030,-1044770,620919,-848326
551516,-546532,706302,958453,742496
316883,1026034,-783316,402476,-607690
-405445,-147713,-1038688,-714127,748409
-364271,209974,-541905,-722466,838567
80974,-525395,556354,-125048,-331292
-560702,-463750,-848607,841130,289345
-382220,-623429,-19337,-389358,812179
-210210,596938,-263807,-979612,28280
762567,-220362,307982,181241,235000
-310451,-558856,304875,-549223,-810658
-833929,-261733,416119,-1006942,625367
915324,666013,546136,-566832,-58600
-104191,-76158,-251265,755160,-336456
273413,191816,-65286,-178232,847235
-658020,120813,349844,-976567,-850543
-343337,-580508,575428,-884351,-816289
34316,-1002583,789158,-961605,75650
-336920,-651987,-342037,-387514,466889
147020,-604797,-437617,-730334,-755463
-993838,-938225,966744,39358,-937086
798694,-709517,893714,-237524,379306
-833256,23894,-655373,-17824,909494
863964,236970,-728890,-1003183,-877080
467224,-99878,46507,253714,-232188
-355325,670184,-592386,-529918,710012
-703960,283545,-446079,-76079,573467
-269215,-685841,352893,-676541,-801902
-251481,775362,404520,573816,-14071
1015441,459064,-737887,-200666,741934
-775945,-308847,-1008072,158663,-73061
377819,-52795,413314,-982471,428841
-178255,-678026,-17171,866048,654872
-96562,-941338,-502220,144386,18307
660892,-504789,-516264,-96143,72313
-785700,-15975,853490,-406090,-428918
-325884,713022,-183613,-70872,168734
394054,277105,-414805,-425702,-336743
195781,-5188,-462083,-593095,875582
371191,-141718,964748,158791,-221931
-463137,-619261,-14306,1018697,664337
7389,-308892,-305738,-608313,962110
-383060,99581,202486,270937,556920
-754959,661238,511982,-80747,20960
523560,227558,-620133,-1013482,890750
-1040250,996933,-20069,134544,147451
-293779,714545,612174,820694,-793014
-269604,674558,736302,-17258,-357260
884025,320160,-321008,274381,-675433
-1026157,343318,403184,-966097,810068
-17991,354555,-350502,-580074,836732
187188,1024018,-473561,-897302,168409
-566348,84055,-672341,816988,-727342
-313356,-886402,-157278,335683,697473
524559,856171,-279861,-346693,-347304
-520557,-629491,-550275,-71770,-943073
-880718,-544981,504066,910387,-204285
-751498,339698,-478110,604752,-112522
-855865,520297,-318556,1013107,319281
-735401,-384798,533879,56783,-808289
-258499,225855,-184838,897727,-917304
-75010,416910,-233605,-180052,330045
-889459,-203677,-174580,-328216,-450692
20946,278545,261512,366218,-312
-852466,-659092,-228778,620722,604480
-808873,105528,421580,379738,696209
-578352,796069,750116,-29313,-692518
964884,-489988,-95648,-88201,26350
-549020,-149081,-104362,68133,-360491
-254684,-911716,-271474,402770,-396398
636405,-409793,-318309,-747923,706860
225000,-352207,225117,652838,673128
-242775,691305,180612,-917921,436790
101628,-544579,1020167,-265265,-482642
-912341,-740520,-859334,-426155,-46687
1015850,386482,-25350,732233,634523
820356,-795595,-801306,-747785,-588356
-780059,668929,-678109,529776,-824053
765186,467655,434764,-627152,352161
-317936,-223101,433487,730009,405240
215764,-675991,651303,-1008716,137445
-453686,-844640,417596,-56052,505328
-1028440,519646,-3485,-287877,555785
-679466,481005,-728203,552376,-331713
316004,-624862,-191232,1038611,525700
983665,459815,-435799,-202073,-915776
30832,243150,814721,-277539,573571
1008860,-388653,648138,605754,-978142
1014329,-532408,-857436,-878841,331291
1023981,-739441,-299685,-734166,370168
88593,965158,110550,-988985,107381
-73086,-857710,609141,-716107,-285418
139995,-891494,-867729,-969943,7753
-219186,-833225,-179797,1006851,-300330
153764,-788513,-743949,324495,-790354
-802718,-970756,-742056,-592461,440217
993754,-642367,115996,-396766,-555288
-401696,-682935,-765265,-371488,406741
-14392,462373,362141,617699,958546
-962922,683860,662997,271847,-783823
-561346,-534445,-155146,605789,-386337
-451135,390122,-511264,-75678,1032344
542159,-562237,726109,-192673,213167
328523,158190,841632,947213,1005697
-440988,-503814,415877,747882,862114
984033,817445,-694609,-760582,818154
317775,-895524,1027791,-151206,627398
-563533,-386416,-556521,633099,-706553
-770931,-131396,-123654,268822,-643178
962694,650880,-433730,682781,163546
84401,-47499,-968518,-964852,-299853
1007763,-813927,249954,-999935,-491540
6328,-1003981,153340,-1024802,-141845
-720147,554888,338302,-66263,569558
688172,174530,-392660,512563,-138698
-991675,-225287,-862845,-29086,-77537
632647,-920255,664072,-322736,-235043
806404,658919,-269519,765041,931230
-152001,128583,659213,-624674,352192
380021,850327,-522376,796033,999481
1027050,626409,-53834,652677,-848894
-529759,-607505,388996,-181722,-486182
-523305,112049,-470710,-46976,-491355
-194485,-237947,1004968,-277226,-646456
-917574,843656,246733,-559884,-399905
16140,-1048090,-705987,-613602,154464
551227,442829,-294474,280406,199083
-993012,-200637,924664,686454,-344610
812721,-1024496,183714,-487194,288719
-200116,-662552,791679,564212,-925901
43614,-288063,348514,-448582,560963
428511,535791,149769,-290339,-74772
-178756,767694,-609406,-545123,-164802
476398,1046791,218909,-700499,-725541
915231,-377167,-747527,-908970,121320
357887,-296596,-637718,786706,138650
-809212,-257393,895884,140949,-179086
68524,-89844,-836128,-211398,7857
-563978,784663,751179,361997,-884280
-104261,65685,-859796,-716898,-930798
225263,-783760,279820,474611,854109
-964189,15574,628309,-977941,-470485
-361080,717244,869128,-743764,-687270
-46384,549041,546611,-701,-346238
731067,-873248,185556,-723013,-812308
155943,-817489,-473971,875612,237373
-185721,100281,407833,-238397,-435304
-349071,788645,352369,-984217,-230728
792700,531742,479031,516499,612956
-371914,571169,6741,1021220,482340
880336,442044,407082,404242,-331678
963906,-703408,-282657,338033,-642431
441974,604027,-264016,981389,-172889
428246,-2036,-268285,-592372,-381887
480469,-121857,168191,-454108,11911
1037816,-424480,-774021,92652,922434
441169,1045211,-801932,-522392,-757323
-728557,426985,935859,-7031,1023153
-277816,67371,351175,884693,129957
1038751,-637437,9319,-69731,-693214
-239128,-933576,140769,-872519,-979352
138006,675439,-884315,-134218,647854
-586400,248860,349412,-31247,611442
316609,182356,22338,13699,-195210
885783,191125,457163,-302937,-584093
-689,104684,-824869,186745,-385484
285048,939391,-483214,-45315,24526
-760692,171225,612952,1042974,118486
110420,189299,-748622,314154,-137744
638658,-893273,-303249,377061,502281
460112,344057,-55118,-72611,531505
746551,-561244,795542,112383,-740159
198983,553197,69842,-176559,703598
810487,592311,834420,-584500,-870590
-753964,-979885,-362451,-907928,-579445
-766727,301574,724241,-722164,161210
-1006273,519550,41837,-104220,610350
506096,58527,-323497,309110,-782457
866779,567065,-349378,470700,-683030
-197091,376170,-207194,-512139,-318070
-741456,754255,467639,-882147,-71868
810885,520693,989160,281419,663101
773815,817726,628956,181055,-209525
-1044914,891427,447836,644783,211444
-585113,-935056,143621,-726417,1022025
-333844,599682,757073,817995,-741563
-278085,-734435,164931,975348,140698
818908,-897490,305422,223891,748331
-858980,-344441,-809233,-623333,575761
212848,165956,620876,-839770,647618
478991,-622361,932542,-672352,519709
250078,793127,-591257,707307,640423
-535475,-553114,-815719,132391,-38796
355441,-13451,-78479,-461532,-802279
-729141,768468,219406,729260,-812169
-1034021,1040545,990344,-656133,204816
-846422,23948,-503211,-1023174,-356682
552785,939335,-915490,206597,796311
847402,459519,-77721,351420,-502781
-333244,-498490,1001454,-424978,665851
-52547,179197,968013,639754,-514808
89266,-881733,829036,23514,391372
392229,201804,364162,996636,-99238
-625597,-26749,633092,-900844,-480892
767440,528429,851450,312765,762417
-89118,-976047,1032902,-709532,153936
-292622,-184843,-707342,-146787,-880348
582487,-982963,906519,-377180,-235891
502752,1029775,-421603,-956760,-522295
-274631,-383674,-22336,-543168,-233340
-604286,-624633,897839,750304,-303050
-487522,896352,379846,-811975,-511041
995450,-948226,-98509,-86950,-372064
683644,-449301,-778624,-901319,-456590
87952,986598,136176,-23777,-64797
99044,-124273,222988,398069,980066
488756,124004,893712,-508580,555380
